"","x1","x2","value","shared_name"
"247","1,3-Dicyclohexylurea","Ruminococcaceae_UCG-002",0.210170596837997,"1,3-Dicyclohexylurea (negative) Ruminococcaceae_UCG-002"
"248","Phenylacetyl-L-glutamine","Ruminococcaceae_UCG-002",0.208041206002235,"Phenylacetyl-L-glutamine (positive) Ruminococcaceae_UCG-002"
"249","UC5-1-2E3","Ruminococcaceae_UCG-003",0.211568281054497,"UC5-1-2E3 (positive) Ruminococcaceae_UCG-003"
"250","Cortisone","Ruminococcaceae_UCG-003",0.232618391513824,"Cortisone (negative) Ruminococcaceae_UCG-003"
"251","Palmitoyleicosapentaenoyl phosphatidylcholine","Ruminococcaceae_UCG-003",0.220628976821899,"Palmitoyleicosapentaenoyl phosphatidylcholine (positive) Ruminococcaceae_UCG-003"
"252","Indirubin","Ruminococcaceae_UCG-005",0.214160278439522,"Indirubin (positive) Ruminococcaceae_UCG-005"
"253","rac erythro-Dihydrobupropion","Ruminococcaceae_UCG-005",0.274490684270859,"rac erythro-Dihydrobupropion (negative) Ruminococcaceae_UCG-005"
"254","Omeprazole sulfone","Ruminococcaceae_UCG-010",0.2071293592453,"Omeprazole sulfone (positive) Ruminococcaceae_UCG-010"
"255","Kynurenine","Ruminococcaceae_UCG-013",0.224145844578743,"Kynurenine (positive) Ruminococcaceae_UCG-013"
"256","rac erythro-Dihydrobupropion","Ruminococcaceae_UCG-013",0.229664325714111,"rac erythro-Dihydrobupropion (negative) Ruminococcaceae_UCG-013"
"257","Tyrosine","Ruminococcaceae_UCG-013",0.207723036408424,"Tyrosine (negative) Ruminococcaceae_UCG-013"
"258","Cotinine","Ruminococcus_1",0.319702118635178,"Cotinine (positive) Ruminococcus_1"
"259","Cortisone","Ruminococcus_2",0.231494545936584,"Cortisone (positive) Ruminococcus_2"
"260","N-Methylproline","S5-A14a",0.31409215927124,"N-Methylproline (positive) S5-A14a"
"261","Streptobacillus","Shuttleworthia",0.267405480146408,"Streptobacillus (positive) Shuttleworthia"
"262","Streptococcus","Staphylococcus",0.278420269489288,"Streptococcus (positive) Staphylococcus"
"263","Creatinine","Streptobacillus",0.211474552750587,"Creatinine (positive) Streptobacillus"
"264","L-Propionylcarnitine","Streptococcus",0.253679037094116,"L-Propionylcarnitine (negative) Streptococcus"
"265","Betaine","Sutterella",0.232088670134544,"Betaine (negative) Sutterella"
"266","Choline","Sutterella",0.244967937469482,"Choline (positive) Sutterella"
"267","Stearoyl-L-carnitine","Sutterella",0.215305209159851,"Stearoyl-L-carnitine (positive) Sutterella"
"268","Indirubin","Tyzzerella",0.251933723688126,"Indirubin (positive) Tyzzerella"
"269","Dihydrosphingosine B","UBA1819",0.31225797533989,"Dihydrosphingosine B (positive) UBA1819"
"270","2-Phenylacetamide","UC5-1-2E3",0.32142898440361,"2-Phenylacetamide (positive) UC5-1-2E3"
"271","Glycocholic acid","UC5-1-2E3",0.206173986196518,"Glycocholic acid (positive) UC5-1-2E3"
"272","7.alpha.-Hydroxy-3-oxo-4-cholestenoic acid","(+)-.alpha.-Tocopherol",0.213390752673149,"7.alpha.-Hydroxy-3-oxo-4-cholestenoic acid (positive) (+)-.alpha.-Tocopherol"
"273","Auramine O","(+)-.alpha.-Tocopherol",0.288540363311768,"Auramine O (positive) (+)-.alpha.-Tocopherol"
"274","N2,N2-Dimethylguanosine","(+)-.alpha.-Tocopherol",0.224468111991882,"N2,N2-Dimethylguanosine (negative) (+)-.alpha.-Tocopherol"
"275","Phenylacetyl-L-glutamine","(+)-.alpha.-Tocopherol",0.277995407581329,"Phenylacetyl-L-glutamine (positive) (+)-.alpha.-Tocopherol"
"276","1-Methyladenosine","(R)-Butyrylcarnitine",0.268394887447357,"1-Methyladenosine (positive) (R)-Butyrylcarnitine"
"277","Acetaminophen","(R)-Butyrylcarnitine",0.216370299458504,"Acetaminophen (positive) (R)-Butyrylcarnitine"
"278","Betaine",".beta.-Cryptoxanthin",0.211353078484535,"Betaine (positive) .beta.-Cryptoxanthin"
"279","Kynurenine",".beta.-Cryptoxanthin",0.249459564685822,"Kynurenine (positive) .beta.-Cryptoxanthin"
"280","2'-o-Methyl-5-methyluridine","1,3-Dicyclohexylurea",0.594482839107513,"2'-o-Methyl-5-methyluridine (positive) 1,3-Dicyclohexylurea"
"281","2'-Deoxyinosine","1-Methyladenosine",0.259587019681931,"2'-Deoxyinosine (positive) 1-Methyladenosine"
"282","Glycocholic acid","1-Methylnicotinamide",0.206896841526031,"Glycocholic acid (positive) 1-Methylnicotinamide"
"283","4-Aminophenol","2-Amino-3-methoxybenzoic acid",0.22292385995388,"4-Aminophenol (positive) 2-Amino-3-methoxybenzoic acid"
"284","Acetaminophen","2-Amino-3-methoxybenzoic acid",0.584677159786224,"Acetaminophen (positive) 2-Amino-3-methoxybenzoic acid"
"285","Acetaminophen sulfate","2-Amino-3-methoxybenzoic acid",0.424041926860809,"Acetaminophen sulfate (positive) 2-Amino-3-methoxybenzoic acid"
"286","N-Palmitoyl-D-sphingosine","2'-Deoxyinosine",0.206809654831886,"N-Palmitoyl-D-sphingosine (positive) 2'-Deoxyinosine"
"287","3-Ketopetromyzonol","2-Indolinone",0.226750165224075,"3-Ketopetromyzonol (negative) 2-Indolinone"
"288","Phenylacetyl-L-glutamine","2-Indolinone",0.273702383041382,"Phenylacetyl-L-glutamine (positive) 2-Indolinone"
"289","Cortisone","2'-o-Methyl-5-methyluridine",0.235120922327042,"Cortisone (negative) 2'-o-Methyl-5-methyluridine"
"290","N-Palmitoyl-D-sphingosine","2'-o-Methyl-5-methyluridine",0.282356172800064,"N-Palmitoyl-D-sphingosine (positive) 2'-o-Methyl-5-methyluridine"
"291","Oleamide","2'-o-Methyl-5-methyluridine",0.208201184868813,"Oleamide (negative) 2'-o-Methyl-5-methyluridine"
"292","Ergothioneine","2-Phenylacetamide",0.262282520532608,"Ergothioneine (positive) 2-Phenylacetamide"
"293","Indole-3-propionic acid","2-Phenylacetamide",0.32328936457634,"Indole-3-propionic acid (positive) 2-Phenylacetamide"
"294","Acetylcarnitine","3-Hydroxyoleylcarnitine",0.299921542406082,"Acetylcarnitine (positive) 3-Hydroxyoleylcarnitine"
"295","Octanoylcarnitine","3-Hydroxyoleylcarnitine",0.26442015171051,"Octanoylcarnitine (positive) 3-Hydroxyoleylcarnitine"
"296","Oleoyl-L-carnitine","3-Hydroxyoleylcarnitine",0.237409725785255,"Oleoyl-L-carnitine (positive) 3-Hydroxyoleylcarnitine"
"297","S-Methyl-3-thioacetaminophen","4-Acetylbutyric acid",0.252096831798553,"S-Methyl-3-thioacetaminophen (negative) 4-Acetylbutyric acid"
"298","Tyrosine","4-Aminomethylcyclohexanecarboxylic acid",0.246994450688362,"Tyrosine (negative) 4-Aminomethylcyclohexanecarboxylic acid"
"299","S-Methyl-3-thioacetaminophen","4-Aminophenol",0.241090193390846,"S-Methyl-3-thioacetaminophen (negative) 4-Aminophenol"
"300","S-Methyl-3-thioacetaminophen","4-Hydroxybenzoic acid",0.200081706047058,"S-Methyl-3-thioacetaminophen (positive) 4-Hydroxybenzoic acid"
"301","N2,N2-Dimethylguanosine","4-Imidazoleacrylic acid",0.220337107777596,"N2,N2-Dimethylguanosine (positive) 4-Imidazoleacrylic acid"
"302","rac erythro-Dihydrobupropion","4-Picoline",0.261366635560989,"rac erythro-Dihydrobupropion (positive) 4-Picoline"
"303","N-Palmitoyl-D-sphingosine","5.alpha.-Cholest-7-en-3.beta.-ol",0.25342732667923,"N-Palmitoyl-D-sphingosine (positive) 5.alpha.-Cholest-7-en-3.beta.-ol"
"304","Bupropion","5-Methylcytidine",0.381997674703598,"Bupropion (positive) 5-Methylcytidine"
"305","Cotinine","5-Methylcytidine",0.217486798763275,"Cotinine (positive) 5-Methylcytidine"
"306","S-Methyl-3-thioacetaminophen","Acetaminophen",0.201931014657021,"S-Methyl-3-thioacetaminophen (negative) Acetaminophen"
"307","Phenylacetyl-L-glutamine","Acetaminophen sulfate",0.280744016170502,"Phenylacetyl-L-glutamine (negative) Acetaminophen sulfate"
"308","Urea","Acetaminophen sulfate",0.236371383070946,"Urea (negative) Acetaminophen sulfate"
"309","Octanoylcarnitine","Acetylcarnitine",0.24826979637146,"Octanoylcarnitine (positive) Acetylcarnitine"
"310","Corticosterone","Auramine O",0.277898848056793,"Corticosterone (positive) Auramine O"
"311","Choline","Betaine",0.431059956550598,"Choline (positive) Betaine"
"312","rac erythro-Dihydrobupropion","Bupropion",0.631636440753937,"rac erythro-Dihydrobupropion (positive) Bupropion"
"313","L-Propionylcarnitine","Choline",0.210733935236931,"L-Propionylcarnitine (positive) Choline"
"314","Indole-3-propionic acid","Corticosterone",0.205876022577286,"Indole-3-propionic acid (positive) Corticosterone"
"315","Palmitoyleicosapentaenoyl phosphatidylcholine","Cortisone",0.261523902416229,"Palmitoyleicosapentaenoyl phosphatidylcholine (positive) Cortisone"
"316","Glycocholic acid","Cotinine",0.231220707297325,"Glycocholic acid (positive) Cotinine"
"317","Kynurenine","Creatinine",0.29487156867981,"Kynurenine (positive) Creatinine"
"318","Octanoylcarnitine","Decanoyl-L-carnitine",0.284986764192581,"Octanoylcarnitine (positive) Decanoyl-L-carnitine"
"319","Oleoyl-L-carnitine","Decanoyl-L-carnitine",0.21782910823822,"Oleoyl-L-carnitine (positive) Decanoyl-L-carnitine"
"320","Urea","Ethylhexadecyldimethylammonium cation",0.246333584189415,"Urea (positive) Ethylhexadecyldimethylammonium cation"
"321","rac erythro-Dihydrobupropion","Hydroxybupropion",0.462338745594025,"rac erythro-Dihydrobupropion (positive) Hydroxybupropion"
"322","Urea","Indirubin",0.230784401297569,"Urea (positive) Indirubin"
"323","N-Acetylsulfamethoxazole","Indole-3-propionic acid",0.67546683549881,"N-Acetylsulfamethoxazole (positive) Indole-3-propionic acid"
"324","Sulfamethoxazole","Indole-3-propionic acid",0.257885158061981,"Sulfamethoxazole (positive) Indole-3-propionic acid"
"325","S-Methyl-3-thioacetaminophen","Kynurenine",0.322502851486206,"S-Methyl-3-thioacetaminophen (negative) Kynurenine"
"326","Palmitoylcarnitine","Lauroyl-L-carnitine",0.405843436717987,"Palmitoylcarnitine (positive) Lauroyl-L-carnitine"
"327","L-Propionylcarnitine","L-Carnitine",0.350465178489685,"L-Propionylcarnitine (positive) L-Carnitine"
"328","Phenylacetyl-L-glutamine","L-Propionylcarnitine",0.349332004785538,"Phenylacetyl-L-glutamine (positive) L-Propionylcarnitine"
"329","Tyrosine","N.alpha.-Methyl-L-lysine",0.201449558138847,"Tyrosine (positive) N.alpha.-Methyl-L-lysine"
"330","Urea","N.alpha.-Methyl-L-lysine",0.280921190977097,"Urea (positive) N.alpha.-Methyl-L-lysine"
"331","Phenylacetyl-L-glutamine","N2,N2-Dimethylguanosine",0.2137730717659,"Phenylacetyl-L-glutamine (positive) N2,N2-Dimethylguanosine"
"332","Tyrosine","N2,N2-Dimethylguanosine",0.218457609415054,"Tyrosine (negative) N2,N2-Dimethylguanosine"
"333","rac erythro-Dihydrobupropion","N-Palmitoyl-D-sphingosine",0.382417500019073,"rac erythro-Dihydrobupropion (positive) N-Palmitoyl-D-sphingosine"
"334","Palmitoylcarnitine","Octanoylcarnitine",0.423568844795227,"Palmitoylcarnitine (negative) Octanoylcarnitine"
"335","Phenylacetyl-L-glutamine","Oleoyl-L-carnitine",0.23027192056179,"Phenylacetyl-L-glutamine (negative) Oleoyl-L-carnitine"
"336","S-Methyl-3-thioacetaminophen","Palmitoylcarnitine",0.201302230358124,"S-Methyl-3-thioacetaminophen (positive) Palmitoylcarnitine"
"337","Stearoyl-L-carnitine","Palmitoylcarnitine",0.303526639938354,"Stearoyl-L-carnitine (positive) Palmitoylcarnitine"
"338","Phenylacetyl-L-glutamine","Palmitoyleicosapentaenoyl phosphatidylcholine",0.274791449308395,"Phenylacetyl-L-glutamine (positive) Palmitoyleicosapentaenoyl phosphatidylcholine"
"339","S-Methyl-3-thioacetaminophen","Phenylacetyl-L-glutamine",0.289719521999359,"S-Methyl-3-thioacetaminophen (positive) Phenylacetyl-L-glutamine"
"340","Tyrosine","rac erythro-Dihydrobupropion",0.227994590997696,"Tyrosine (negative) rac erythro-Dihydrobupropion"
